,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G-TP,TP,TPint,TA,TR,Gls./90,Ast/90,G+A/90,G-TP/90,G+A-TP/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Partidos,Temporada,Equipo
554,Sulley Muntari,gh GHA,CC,32,8,6,402,4.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.05,0.08,0.04,0.08,Partidos,2017-2018,Deportivo La Coruña
555,Borja Valle,es ESP,"DL,CC",25,17,3,497,5.5,3,2,3,0,0,1,0,0.54,0.36,0.91,0.54,0.91,2.9,2.9,1.2,4.1,0.56,0.23,0.79,0.56,0.79,Partidos,2017-2018,Deportivo La Coruña
556,Alejandro Arribas,es ESP,DF,28,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Partidos,2017-2018,Deportivo La Coruña
557,Francis Uzoho,ng NGA,PO,18,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Deportivo La Coruña
558,Gerard Valentín,es ESP,"DF,DL",24,3,2,158,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Partidos,2017-2018,Deportivo La Coruña
559,Maksym Koval,ua UKR,"PO,CC",24,2,2,121,1.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Deportivo La Coruña
560,Bruno Gama,pt POR,"DL,CC",29,6,1,118,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.02,0.25,0.27,0.02,0.27,Partidos,2017-2018,Deportivo La Coruña
561,Mujaid Sadick,es ESP,DF,17,2,1,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Deportivo La Coruña
562,Przemysław Tytoń,pl POL,PO,30,2,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Deportivo La Coruña
563,Steve Aldo One,cm CMR,DF,22,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Deportivo La Coruña
564,Edu Expósito,es ESP,CC,20,3,0,97,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Deportivo La Coruña
565,Quique Fornos,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Deportivo La Coruña
566,Jonathan Calleri,ar ARG,DL,23,37,34,"3,105",34.5,9,3,4,5,5,7,0,0.26,0.09,0.35,0.12,0.20,13.9,10.1,1.9,12.0,0.40,0.05,0.46,0.29,0.35,Partidos,2017-2018,Las Palmas
567,Ximo Navarro,es ESP,DF,27,31,29,"2,610",29.0,0,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,0.1,0.1,0.3,0.4,0.00,0.01,0.01,0.00,0.01,Partidos,2017-2018,Las Palmas
568,Leandro Chichizola,ar ARG,PO,27,27,27,"2,430",27.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Partidos,2017-2018,Las Palmas
569,Michel,br BRA,DF,27,28,26,"2,151",23.9,0,1,0,0,0,5,2,0.00,0.04,0.04,0.00,0.04,0.4,0.4,2.0,2.4,0.02,0.08,0.10,0.02,0.10,Partidos,2017-2018,Las Palmas
570,Dani Castellano,es ESP,DF,29,24,23,"2,023",22.5,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,0.9,1.0,0.01,0.04,0.04,0.01,0.04,Partidos,2017-2018,Las Palmas
571,Jonathan Viera,es ESP,CC,27,23,23,"1,993",22.1,4,5,3,1,3,3,0,0.18,0.23,0.41,0.14,0.36,5.4,3.1,5.2,8.3,0.24,0.23,0.48,0.14,0.37,Partidos,2017-2018,Las Palmas
572,Álex Gálvez,es ESP,DF,28,18,18,"1,618",18.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Partidos,2017-2018,Las Palmas
573,Javi Castellano,es ESP,CC,29,23,17,"1,567",17.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Partidos,2017-2018,Las Palmas
574,Vicente Gómez,es ESP,CC,28,25,17,"1,523",16.9,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.9,0.9,0.5,1.4,0.05,0.03,0.08,0.05,0.08,Partidos,2017-2018,Las Palmas
575,Tana,es ESP,"CC,DL",26,24,16,"1,543",17.1,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.5,1.5,1.3,2.8,0.09,0.08,0.16,0.09,0.16,Partidos,2017-2018,Las Palmas
576,Alen Halilović,hr CRO,"DL,CC",21,20,16,"1,305",14.5,2,1,2,0,0,1,1,0.14,0.07,0.21,0.14,0.21,1.8,1.8,1.8,3.5,0.12,0.12,0.24,0.12,0.24,Partidos,2017-2018,Las Palmas
577,Alberto Aquilani,it ITA,CC,33,21,15,"1,298",14.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.05,0.05,0.10,0.05,0.10,Partidos,2017-2018,Las Palmas
578,Mauricio Lemos,uy URU,"DF,CC",21,16,14,"1,260",14.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.06,0.02,0.08,0.06,0.08,Partidos,2017-2018,Las Palmas
579,Oghenekaro Etebo,ng NGA,CC,21,14,14,"1,215",13.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06,Partidos,2017-2018,Las Palmas
580,Matías Aguirregaray,uy URU,DF,28,15,14,"1,152",12.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.0,0.04,0.04,0.08,0.04,0.08,Partidos,2017-2018,Las Palmas
581,Raúl Lizoain,es ESP,PO,26,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Las Palmas
582,Pedro Bigas,es ESP,DF,26,12,11,893,9.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.03,0.05,0.02,0.05,Partidos,2017-2018,Las Palmas
583,David García,es ESP,DF,35,11,9,861,9.6,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.3,0.6,0.03,0.03,0.06,0.03,0.06,Partidos,2017-2018,Las Palmas
584,Nacho Gil,es ESP,"DL,CC",21,14,8,731,8.1,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.8,1.3,0.06,0.10,0.16,0.06,0.16,Partidos,2017-2018,Las Palmas
585,Vitolo,es ESP,"DL,CC",27,9,8,690,7.7,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,0.8,0.8,1.1,1.9,0.11,0.14,0.25,0.11,0.25,Partidos,2017-2018,Las Palmas
586,Momo,es ESP,"DL,CC",35,13,8,672,7.5,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,1.2,1.7,0.06,0.16,0.23,0.06,0.23,Partidos,2017-2018,Las Palmas
587,Gabriel Peñalba,ar ARG,CC,32,7,7,570,6.3,0,1,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Partidos,2017-2018,Las Palmas
588,Oussama Tannane,ma MAR,"DL,CC",23,10,7,549,6.1,0,2,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.7,0.7,0.7,1.3,0.10,0.11,0.21,0.10,0.21,Partidos,2017-2018,Las Palmas
589,Loïc Rémy,fr FRA,DL,30,12,6,768,8.5,5,0,5,0,0,1,0,0.59,0.00,0.59,0.59,0.59,3.9,3.9,0.2,4.1,0.47,0.02,0.49,0.47,0.49,Partidos,2017-2018,Las Palmas
590,David Simón,es ESP,DF,28,11,6,723,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,1.4,0.02,0.15,0.17,0.02,0.17,Partidos,2017-2018,Las Palmas
591,Hernán Toledo,ar ARG,"DL,CC",21,15,6,629,7.0,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.6,0.8,0.02,0.09,0.11,0.02,0.11,Partidos,2017-2018,Las Palmas
592,Jairo Samperio,es ESP,"DL,DF",24,11,6,555,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15,Partidos,2017-2018,Las Palmas
593,Imoh Ezekiel,ng NGA,"DL,CC",23,10,5,467,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.21,0.01,0.23,0.21,0.23,Partidos,2017-2018,Las Palmas
594,Erik Expósito,es ESP,DL,21,10,4,473,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.1,1.1,0.2,1.3,0.21,0.04,0.25,0.21,0.25,Partidos,2017-2018,Las Palmas
595,Hernán,es ESP,CC,26,7,4,351,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.17,0.00,0.18,0.17,0.18,Partidos,2017-2018,Las Palmas
596,Borja Herrera,es ESP,DF,24,3,3,240,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.01,0.02,0.00,0.02,Partidos,2017-2018,Las Palmas
597,Aythami Artiles,es ESP,DF,31,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Las Palmas
598,Sergi Samper,es ESP,CC,22,2,2,142,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Las Palmas
599,Benito Ramírez,es ESP,"DL,CC",22,4,1,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Partidos,2017-2018,Las Palmas
600,Fabio González,es ESP,CC,20,1,1,63,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Partidos,2017-2018,Las Palmas
601,Sergio Araujo,ar ARG,"DL,CC",25,2,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.34,0.00,0.34,0.34,0.34,Partidos,2017-2018,Las Palmas
602,Luis Hernández,es ESP,DF,28,36,36,"3,240",36.0,0,2,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.5,1.0,0.01,0.02,0.03,0.01,0.03,Partidos,2017-2018,Málaga
603,Roberto Rosales,ve VEN,DF,28,35,35,"3,122",34.7,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,0.5,0.5,3.3,3.9,0.02,0.10,0.11,0.02,0.11,Partidos,2017-2018,Málaga
604,Roberto,es ESP,PO,31,34,34,"3,060",34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Málaga
605,Adrián González,es ESP,CC,29,29,27,"2,340",26.0,3,0,2,1,1,9,1,0.12,0.00,0.12,0.08,0.08,2.8,2.1,1.0,3.1,0.11,0.04,0.15,0.08,0.12,Partidos,2017-2018,Málaga
606,Chory Castro,uy URU,"CC,DL",32,26,26,"2,049",22.8,4,2,3,1,1,5,2,0.18,0.09,0.26,0.13,0.22,3.5,2.4,2.2,4.6,0.15,0.10,0.25,0.11,0.20,Partidos,2017-2018,Málaga
607,Diego Rolán,uy URU,"DL,CC",24,26,21,"1,947",21.6,5,0,5,0,0,0,0,0.23,0.00,0.23,0.23,0.23,4.9,4.9,1.0,5.9,0.23,0.05,0.27,0.23,0.27,Partidos,2017-2018,Málaga
608,Recio,es ESP,CC,26,22,21,"1,835",20.4,1,2,0,1,1,10,2,0.05,0.10,0.15,0.00,0.10,1.7,0.9,1.6,2.5,0.08,0.08,0.16,0.05,0.12,Partidos,2017-2018,Málaga
609,Ignasi Miquel,es ESP,DF,24,20,20,"1,772",19.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.02,0.01,0.03,0.02,0.03,Partidos,2017-2018,Málaga
610,Manuel Iturra,cl CHI,CC,33,20,18,"1,583",17.6,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,0.7,1.2,0.03,0.04,0.07,0.03,0.07,Partidos,2017-2018,Málaga
611,Diego González,es ESP,DF,22,18,17,"1,427",15.9,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.8,1.2,0.03,0.05,0.08,0.03,0.08,Partidos,2017-2018,Málaga
612,Youssef En-Nesyri,ma MAR,DL,20,25,16,"1,601",17.8,4,0,4,0,1,2,2,0.22,0.00,0.22,0.22,0.22,4.8,4.1,1.0,5.0,0.27,0.06,0.33,0.23,0.29,Partidos,2017-2018,Málaga
613,Keko,es ESP,"CC,DL",25,21,15,"1,203",13.4,0,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.5,1.5,1.2,2.8,0.11,0.09,0.20,0.11,0.20,Partidos,2017-2018,Málaga
614,Paul Baysse,fr FRA,DF,29,15,13,"1,241",13.8,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.0,0.8,0.06,0.00,0.06,0.06,0.06,Partidos,2017-2018,Málaga
615,Federico Ricca,uy URU,DF,22,14,13,"1,107",12.3,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02,Partidos,2017-2018,Málaga
616,Mehdi Lacen,dz ALG,CC,33,15,12,"1,054",11.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Partidos,2017-2018,Málaga
617,Adalberto Peñaranda,ve VEN,"DL,CC",20,13,11,798,8.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.11,0.03,0.14,0.11,0.14,Partidos,2017-2018,Málaga
618,Juankar,es ESP,DF,27,10,9,784,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.8,0.01,0.08,0.09,0.01,0.09,Partidos,2017-2018,Málaga
619,Borja Bastón,es ESP,DL,24,20,8,992,11.0,2,0,1,1,2,2,0,0.18,0.00,0.18,0.09,0.09,4.1,2.6,0.6,3.2,0.38,0.06,0.43,0.24,0.29,Partidos,2017-2018,Málaga
620,Brown Ideye,ng NGA,DL,28,13,8,736,8.2,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.4,1.8,0.17,0.05,0.22,0.17,0.22,Partidos,2017-2018,Málaga
621,Miguel Torres,es ESP,DF,31,8,8,672,7.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.01,0.03,0.02,0.03,Partidos,2017-2018,Málaga
622,Maxime Lestienne,be BEL,"CC,DL",25,12,8,667,7.4,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,1.1,1.1,0.6,1.6,0.14,0.08,0.22,0.14,0.22,Partidos,2017-2018,Málaga
623,Álex Mula,es ESP,"CC,DL",21,11,7,560,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Partidos,2017-2018,Málaga
624,Isaac Success,ng NGA,"CC,DL",21,9,7,490,5.4,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.7,0.7,1.3,1.9,0.12,0.23,0.35,0.12,0.35,Partidos,2017-2018,Málaga
625,Zdravko Kuzmanović,rs SRB,CC,29,8,6,480,5.3,0,1,0,0,0,2,4,0.00,0.19,0.19,0.00,0.19,0.1,0.1,0.4,0.5,0.02,0.07,0.09,0.02,0.09,Partidos,2017-2018,Málaga
626,Esteban Rolón,ar ARG,CC,22,8,6,415,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02,Partidos,2017-2018,Málaga
627,Juanpi,ve VEN,"CC,DL",23,16,5,615,6.8,0,2,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,0.9,0.9,0.8,1.7,0.14,0.12,0.26,0.14,0.26,Partidos,2017-2018,Málaga
628,Andrés Prieto,es ESP,PO,23,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Málaga
629,Samu García,es ESP,"CC,DL",27,7,2,180,2.0,0,1,0,0,0,1,1,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.2,0.3,0.03,0.13,0.16,0.03,0.16,Partidos,2017-2018,Málaga
630,Javier Ontiveros,es ESP,"CC,DL",19,12,1,398,4.4,0,1,0,0,0,4,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,0.7,0.9,0.05,0.17,0.22,0.05,0.22,Partidos,2017-2018,Málaga
631,Alberto Bueno,es ESP,"DL,CC",29,11,1,233,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.10,0.13,0.23,0.10,0.23,Partidos,2017-2018,Málaga
632,Jony,es ESP,"CC,DL",26,5,1,220,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.07,0.13,0.20,0.07,0.20,Partidos,2017-2018,Málaga
633,Cifu,es ESP,DF,26,2,1,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.22,0.22,0.00,0.22,Partidos,2017-2018,Málaga
634,Álex Robles,es ESP,DF,18,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Málaga
635,Alberto López,es ESP,DF,22,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Málaga
636,Emanuel Cecchini,ar ARG,"CC,DF",20,2,0,30,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Partidos,2017-2018,Málaga
637,Iván Rodríguez,es ESP,DF,21,1,0,21,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Málaga
638,José Carlos,es ESP,CC,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Málaga
639,Cenk Gönen,tr TUR,PO,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Málaga
640,Kuki,es ESP,DL,19,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,Partidos,2017-2018,Málaga
641,Ían Pino,es ESP,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Málaga
642,Jan Oblak,si SVN,PO,25,37,37,"3,330",37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2018-2019,Atlético Madrid
643,Antoine Griezmann,fr FRA,DL,27,37,37,"3,198",35.5,15,8,12,3,3,5,0,0.42,0.23,0.65,0.34,0.56,13.7,11.4,6.8,18.2,0.39,0.19,0.58,0.32,0.51,Partidos,2018-2019,Atlético Madrid
644,Saúl Ñíguez,es ESP,"CC,DF",23,33,32,"2,925",32.5,4,1,4,0,1,10,0,0.12,0.03,0.15,0.12,0.15,5.3,4.3,1.5,5.8,0.16,0.05,0.21,0.13,0.18,Partidos,2018-2019,Atlético Madrid
645,Rodri,es ESP,CC,22,34,32,"2,735",30.4,3,1,3,0,0,5,0,0.10,0.03,0.13,0.10,0.13,2.5,2.5,0.9,3.5,0.08,0.03,0.11,0.08,0.11,Partidos,2018-2019,Atlético Madrid
646,Koke,es ESP,CC,26,30,29,"2,586",28.7,3,5,3,0,0,10,1,0.10,0.17,0.28,0.10,0.28,1.1,1.1,3.3,4.4,0.04,0.12,0.15,0.04,0.15,Partidos,2018-2019,Atlético Madrid
647,Diego Godín,uy URU,DF,32,30,28,"2,509",27.9,3,1,3,0,0,6,0,0.11,0.04,0.14,0.11,0.14,3.1,3.1,0.1,3.2,0.11,0.00,0.11,0.11,0.11,Partidos,2018-2019,Atlético Madrid
648,Filipe Luís,br BRA,DF,32,27,24,"2,030",22.6,2,2,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,0.7,0.7,1.1,1.9,0.03,0.05,0.08,0.03,0.08,Partidos,2018-2019,Atlético Madrid
649,Thomas Partey,gh GHA,CC,25,32,22,"2,070",23.0,3,4,3,0,0,9,1,0.13,0.17,0.30,0.13,0.30,1.5,1.5,1.2,2.7,0.07,0.05,0.12,0.07,0.12,Partidos,2018-2019,Atlético Madrid
650,Thomas Lemar,fr FRA,"CC,DL",22,31,22,"1,817",20.2,2,3,2,0,0,4,0,0.10,0.15,0.25,0.10,0.25,2.7,2.7,2.9,5.6,0.13,0.14,0.28,0.13,0.28,Partidos,2018-2019,Atlético Madrid
651,Ángel Correa,ar ARG,"CC,DL",23,36,20,"1,919",21.3,3,2,3,0,0,7,1,0.14,0.09,0.23,0.14,0.23,2.2,2.2,4.4,6.6,0.10,0.21,0.31,0.10,0.31,Partidos,2018-2019,Atlético Madrid
652,Santiago Arias,co COL,DF,26,25,20,"1,772",19.7,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,1.0,1.4,0.02,0.05,0.07,0.02,0.07,Partidos,2018-2019,Atlético Madrid
653,José María Giménez,uy URU,DF,23,21,19,"1,772",19.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.2,0.04,0.02,0.06,0.04,0.06,Partidos,2018-2019,Atlético Madrid
654,Juanfran,es ESP,DF,33,22,18,"1,609",17.9,0,2,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,2.5,2.5,0.00,0.14,0.14,0.00,0.14,Partidos,2018-2019,Atlético Madrid
655,Stefan Savić,me MNE,DF,27,18,17,"1,398",15.5,0,2,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13,0.8,0.8,0.1,0.9,0.05,0.01,0.06,0.05,0.06,Partidos,2018-2019,Atlético Madrid
656,Diego Costa,es ESP,DL,29,16,14,"1,112",12.4,2,2,2,0,0,4,1,0.16,0.16,0.32,0.16,0.32,1.6,1.6,1.7,3.2,0.13,0.13,0.26,0.13,0.26,Partidos,2018-2019,Atlético Madrid
657,Lucas Hernández,fr FRA,DF,22,14,13,"1,117",12.4,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.7,1.2,0.04,0.06,0.10,0.04,0.10,Partidos,2018-2019,Atlético Madrid
658,Álvaro Morata,es ESP,DL,25,15,13,"1,083",12.0,6,1,6,0,0,5,0,0.50,0.08,0.58,0.50,0.58,6.6,6.6,1.3,7.9,0.55,0.11,0.66,0.55,0.66,Partidos,2018-2019,Atlético Madrid
659,Nikola Kalinić,hr CRO,DL,30,17,7,642,7.1,2,0,2,0,0,3,0,0.28,0.00,0.28,0.28,0.28,1.5,1.5,0.2,1.6,0.20,0.02,0.23,0.20,0.23,Partidos,2018-2019,Atlético Madrid
660,Vitolo,es ESP,"CC,DL",28,20,5,753,8.4,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.6,0.6,1.1,1.6,0.07,0.13,0.19,0.07,0.19,Partidos,2018-2019,Atlético Madrid
661,Francisco Montero,es ESP,DF,19,9,4,404,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2018-2019,Atlético Madrid
662,Gelson Martins,pt POR,DL,23,8,1,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.26,0.02,0.28,0.26,0.28,Partidos,2018-2019,Atlético Madrid
663,Antonio Adán,es ESP,PO,31,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2018-2019,Atlético Madrid
664,Carlos Isaac,es ESP,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.13,0.04,0.17,0.13,0.17,Partidos,2018-2019,Atlético Madrid
665,Toni Moya,es ESP,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2018-2019,Atlético Madrid
666,Andrés Solano,co COL,DF,20,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2018-2019,Atlético Madrid
667,Victor Mollejo,es ESP,"DL,CC",17,4,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.05,0.14,0.09,0.14,Partidos,2018-2019,Atlético Madrid
668,Sergio Camello,es ESP,DL,17,1,0,45,0.5,1,0,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00,0.6,0.6,0.1,0.7,1.15,0.17,1.32,1.15,1.32,Partidos,2018-2019,Atlético Madrid
669,Borja Garcés,es ESP,"DL,CC",18,1,0,20,0.2,1,0,1,0,0,0,0,4.50,0.00,4.50,4.50,4.50,0.2,0.2,0.0,0.2,1.09,0.00,1.09,1.09,1.09,Partidos,2018-2019,Atlético Madrid
